system:index,LOCALITY_ID,bare_wet,built_wet,crops_wet,flooded_vegetation_wet,grass_wet,label_wet,shrub_and_scrub_wet,snow_and_ice_wet,trees_wet,water_wet,.geo
0000000000000000000a,L11178027,0.03580932773067973,0.239231220005151,0.08633367769196824,0.05108609550131626,0.09770643753449278,3.135700823331017,0.052524939907302025,0.04507449869628147,0.35650799099991104,0.0356845947497728,"{""type"":""Polygon"",""coordinates"":[[[-75.23157624442048,40.150842840660495],[-75.2302429952198,40.15003129459296],[-75.2296053889637,40.150490588459164],[-75.2307290769818,40.1514135760269],[-75.23157624442048,40.150842840660495]]]}"
0000000000000000000b,L1122256,0.033265099969825546,0.11140985363259796,0.11820163403709964,0.09594304537905948,0.17786346720003102,2.0480894782124603,0.07685451177462256,0.03988420306688206,0.2797611690114565,0.06677474389533335,"{""type"":""Polygon"",""coordinates"":[[[-122.2023823327823,47.794932634080176],[-122.20233320268301,47.79412994426109],[-122.20210586673474,47.79404525433701],[-122.20154842671359,47.794183482966936],[-122.20114262115304,47.79412998964929],[-122.20044705692419,47.79401849052767],[-122.20001003519435,47.79388918036662],[-122.19918067575362,47.79326487236626],[-122.19828435055732,47.793082059860524],[-122.19756644505836,47.79309550332353],[-122.1975173729486,47.79329614951307],[-122.19733459889056,47.79332290486198],[-122.1972409809848,47.79483894755604],[-122.2023823327823,47.794932634080176]]]}"
0000000000000000000c,L1130700,0.04788009197582887,0.036026255936655684,0.038800372552711695,0.20453762806010176,0.09771309963918369,1.6987303440727537,0.11805985860695298,0.03645388573955876,0.2555451160615027,0.16494316849334312,"{""type"":""Polygon"",""coordinates"":[[[-85.16107576795562,42.94626221668336],[-85.1609910464949,42.94534363588875],[-85.15926977259538,42.943894377065035],[-85.1578696307728,42.94395686271661],[-85.15571591108646,42.94491998714582],[-85.15344177251859,42.9451742055655],[-85.15067264832444,42.945410470923875],[-85.14939287057287,42.94617746258023],[-85.14679769908425,42.9463023276921],[-85.14452358991437,42.94677500847929],[-85.1425437570776,42.94739032113195],[-85.14265968449119,42.94820190041936],[-85.14283353559134,42.94924981986868],[-85.14411781698938,42.949249802310874],[-85.14834054275485,42.94886188443434],[-85.15099371559226,42.948353488666534],[-85.15478395674327,42.9471807822164],[-85.157637760261,42.9467526845576],[-85.15862773218606,42.94664569990377],[-85.16037568476555,42.947073723435146],[-85.16107576795562,42.94626221668336]]]}"
0000000000000000000d,L11338314,0.04993197394430408,0.03519745675810225,0.06932943074133473,0.308813299783892,0.0960400462739347,2.3246275730832857,0.12294767113274686,0.04136333846675041,0.09126196387599733,0.18507400270619298,"{""type"":""Polygon"",""coordinates"":[[[-88.30162950523129,45.106241854588745],[-88.2965640109197,45.10611250396104],[-88.2960735116781,45.11357705481529],[-88.29372351742883,45.1159270108431],[-88.29352731539915,45.117447519629344],[-88.29293873611154,45.12407823649193],[-88.29274256309466,45.13222946894826],[-88.30077339971105,45.132091215999566],[-88.30087146844245,45.12905010788869],[-88.30116581900337,45.121108472367155],[-88.3014600778423,45.114241425617685],[-88.30162950523129,45.106241854588745]]]}"
0000000000000000000e,L11355576,0.02566894701085159,0.6461117981450006,0.05039808711588878,0.039092293458989714,0.05905116298006239,6.0,0.0369074041880548,0.02966837508900096,0.08302070599168991,0.030043652644914345,"{""type"":""Polygon"",""coordinates"":[[[-82.72897497150693,35.23908502237811],[-82.72884127824553,35.23874613379466],[-82.72878776793752,35.23870155998138],[-82.72818573289278,35.2387684162335],[-82.72847559618897,35.23912069817519],[-82.72886803338365,35.23911627989576],[-82.72897497150693,35.23908502237811]]]}"
0000000000000000000f,L1137897,0.04084865545157355,0.046982832083221494,0.18202937061740337,0.12674465424218287,0.253211646867609,2.339230445387983,0.11524795783799771,0.04404754637609303,0.13541129920362907,0.0554340658213294,"{""type"":""Polygon"",""coordinates"":[[[-83.19692646242768,40.134379811893425],[-83.19346172497183,40.131624102612214],[-83.19128120978351,40.12991179911839],[-83.18947529903451,40.12815044793525],[-83.18803944565282,40.12657640894671],[-83.18716997167886,40.125194109445246],[-83.18635837039056,40.12364677429397],[-83.18536402850316,40.12162236955199],[-83.18212221468309,40.121907724558376],[-83.18062847313757,40.12209943734094],[-83.17932194241476,40.12207720115635],[-83.17788611020234,40.122291191778935],[-83.1780733589101,40.12450287597232],[-83.1783855479158,40.12617060241979],[-83.1785727951866,40.127031252650006],[-83.17879127691059,40.127173948504534],[-83.17900975790107,40.12788739847481],[-83.17919708514229,40.128101446553316],[-83.17950918699123,40.12826637978739],[-83.17994172807964,40.128293117476986],[-83.18094056812112,40.12829317947215],[-83.181502449788,40.12829315416194],[-83.18209106305288,40.12829314543498],[-83.18237191776251,40.128052395129245],[-83.18271531925333,40.127860596170656],[-83.18293378706788,40.12762425625569],[-83.18318348703228,40.12743253443426],[-83.18340203503578,40.12731660231814],[-83.18365173320285,40.1272452842759],[-83.1839593986178,40.12728985223172],[-83.18449002197066,40.12741024292633],[-83.18486456259724,40.12757526369486],[-83.18530156481512,40.12776698450635],[-83.18568059747612,40.1281415747244],[-83.18571182914563,40.1285964069286],[-83.18568059747612,40.129211749820435],[-83.185805442306,40.12983153262417],[-83.18583667391557,40.13059404079345],[-83.18586790551014,40.13097753301144],[-83.18602398150009,40.131213832058116],[-83.1860863627365,40.13157061070161],[-83.1862112067875,40.13185593375494],[-83.18649212546535,40.132025382020366],[-83.18686673631946,40.131905031132334],[-83.18730372508442,40.13195409176502],[-83.18764260396664,40.132096772508895],[-83.18789228585393,40.13240445175406],[-83.18786113698714,40.13302427352508],[-83.18754899345075,40.13343000078569],[-83.18873509821599,40.13340330511661],[-83.18947971372585,40.13316691075384],[-83.190509800175,40.133166945304616],[-83.1908531586979,40.13333196630874],[-83.19144618364732,40.13373768782462],[-83.19206601728699,40.134094428529515],[-83.19281517261038,40.13404983884603],[-83.19371588066332,40.1339517835582],[-83.19462107232359,40.13407214066367],[-83.19505809071482,40.13454923924192],[-83.19561993215143,40.13471425915709],[-83.1960524478357,40.134999608545385],[-83.19692646242768,40.134379811893425]]]}"
00000000000000000010,L1150032,0.03761358456251187,0.044388499270450577,0.126187418657113,0.10435087070756166,0.33490894260655923,1.7218087159251123,0.07790933654538928,0.03860518839864623,0.09960012002723452,0.1363945123904531,"{""type"":""Polygon"",""coordinates"":[[[-76.79004994295644,41.11377675903341],[-76.78970213823102,41.11329966070483],[-76.78922941802938,41.11290280889805],[-76.78897078562294,41.11257284040562],[-76.78893513339418,41.11168102047836],[-76.788801415438,41.11124843783189],[-76.78829752897552,41.111070133379535],[-76.78784716332251,41.111096825862354],[-76.78753949468734,41.11166317649101],[-76.78735216417118,41.11197972260399],[-76.78738341528718,41.11230975771214],[-76.78753051550548,41.11257283651156],[-76.78800324214272,41.113174807863686],[-76.78840897573731,41.113420083332514],[-76.78883706770497,41.11362959332939],[-76.78935433253608,41.11409785227779],[-76.78951040947125,41.11424944389906],[-76.79004994295644,41.11409786494898],[-76.79004994295644,41.11377675903341]]]}"
00000000000000000011,L1170702,0.03345624103418477,0.07555485022523734,0.04137829151447815,0.029006576679307058,0.06455469038881462,1.182340389280583,0.07082924223956613,0.03343474268392742,0.6107120953023586,0.041035490825644616,"{""type"":""Polygon"",""coordinates"":[[[-122.3347417323178,47.28824048776635],[-122.3347016792013,47.285364355543095],[-122.33392577340553,47.28536440098548],[-122.33310528801931,47.285096867958835],[-122.3332613746261,47.28441457103187],[-122.33392573465505,47.28351385442115],[-122.33256129317432,47.28362090469012],[-122.33209746232178,47.283277504141104],[-122.33007304601809,47.28335778838501],[-122.3299928800664,47.28264430735049],[-122.32657267035111,47.28274688156574],[-122.32664849136069,47.28329532706606],[-122.325395463421,47.283375609227164],[-122.32539554814866,47.28285389942579],[-122.3245215530841,47.28285392101236],[-122.32336657677652,47.28297428049074],[-122.32231422002243,47.283473704082496],[-122.32234998167782,47.283710056697025],[-122.32354051676344,47.28368773736701],[-122.32345130690099,47.28396865525423],[-122.32271560993517,47.28411585233305],[-122.32231868343182,47.28490509652423],[-122.32219825748567,47.285565034748025],[-122.3214938576104,47.286229446215586],[-122.3222250397007,47.2873486655442],[-122.32280917863116,47.288302937586586],[-122.32381702100166,47.28913233422417],[-122.32418263626765,47.289132344541976],[-122.32418260010914,47.28979674958041],[-122.32830726799708,47.28983686963156],[-122.3284321704229,47.28956932588444],[-122.32962272232298,47.28960945490382],[-122.32965401839982,47.289132321536684],[-122.33005084808734,47.289154617523884],[-122.32998837360253,47.28979670588188],[-122.33188346921516,47.289774418627516],[-122.33209746695769,47.28916353321833],[-122.33221341360444,47.28858383452814],[-122.33334156155652,47.28818696818739],[-122.3347417323178,47.28824048776635]]]}"
00000000000000000012,L1171746,0.03012675232328492,0.23317246030100613,0.06665749279565372,0.03745880883213018,0.05709766132801512,2.1764285519832307,0.04168262025963416,0.03539137945756818,0.47009583856263887,0.02827811014906344,"{""type"":""Polygon"",""coordinates"":[[[-71.13343942452734,42.29331598606988],[-71.13340379424503,42.29326251646938],[-71.13328339469247,42.29320007258373],[-71.13319862540736,42.29314659340631],[-71.13326109175931,42.29303067401471],[-71.13320315852467,42.292852310054236],[-71.13285528695276,42.29262934498346],[-71.13278837807769,42.29229488179389],[-71.1329444987687,42.29214777248546],[-71.1327081418103,42.29204520079393],[-71.13256543907559,42.29212547443],[-71.1324317118795,42.292085301548695],[-71.13228456658074,42.29199166076809],[-71.13209281523194,42.29190248379224],[-71.13195011227707,42.2918400914591],[-71.13180296680063,42.291737519582625],[-71.13162463330082,42.291661732492024],[-71.1313792999471,42.29181776803214],[-71.13124557235335,42.2918935405845],[-71.13102263248895,42.29196938234051],[-71.13093342024317,42.29210311335497],[-71.13093342024317,42.292299357772784],[-71.13090667469812,42.2924286862089],[-71.1308888141128,42.292669445085984],[-71.13086206856475,42.292807702551755],[-71.13090667469812,42.29301283976327],[-71.1309557233065,42.293142137823324],[-71.13099144447033,42.29325806031983],[-71.13099144447033,42.293382933939334],[-71.13095572330649,42.29359248100855],[-71.13099588694988,42.29390016970812],[-71.13096914140903,42.29414093499202],[-71.13100921438821,42.294577977192795],[-71.13170486978619,42.29456455510028],[-71.13171375472935,42.29431037073316],[-71.13278393561812,42.29365490352138],[-71.13289100794651,42.29357016891072],[-71.13306934088007,42.29345428534144],[-71.13316299510353,42.293360588130824],[-71.13343942452734,42.29331598606988]]]}"
00000000000000000013,L1176818,0.03693472613453396,0.10180395999516027,0.07075354172192605,0.06157648114775246,0.11390196895291901,1.714465272978576,0.10610229425650256,0.04466467887895101,0.36530531891079043,0.098916090359643,"{""type"":""Polygon"",""coordinates"":[[[-81.33380699556442,41.142885793711486],[-81.33375797613819,41.1420920640512],[-81.33369107800073,41.141539130931655],[-81.33353948677284,41.14094610596807],[-81.33319609711712,41.140669627608645],[-81.33229535296284,41.14029502640464],[-81.33148382637097,41.14012564261918],[-81.33082388808293,41.14011672185854],[-81.33038244310517,41.139987406732246],[-81.33023529421374,41.140660697793194],[-81.329851765626,41.14112892017347],[-81.32966004258282,41.141436548088706],[-81.329066990814,41.14182010203069],[-81.32831788389869,41.14172645308868],[-81.32671706722364,41.1416194208194],[-81.32662338441459,41.14233734937903],[-81.32663681564873,41.14295269439419],[-81.32656101309018,41.146497675739425],[-81.3298473167167,41.14416556982548],[-81.33163542166892,41.142694033361394],[-81.33201894132351,41.14251568387749],[-81.33256295004018,41.14256028032528],[-81.33295536250714,41.1426762000891],[-81.33309805745101,41.14291700985249],[-81.33380699556442,41.142885793711486]]]}"
00000000000000000014,L1179510,0.05218744341064698,0.0548112195826434,0.1271110489805627,0.09255730762404701,0.21917094771476134,2.4221854495322974,0.14793507891561306,0.04189384234972198,0.19366007219862144,0.07063220304434234,"{""type"":""Polygon"",""coordinates"":[[[-76.8334592789835,42.943096211397034],[-76.83299552489973,42.93756695933784],[-76.83237574610027,42.937508960389785],[-76.83210373940524,42.93719685120634],[-76.83206801153234,42.936657268099],[-76.83159985224742,42.93600625633778],[-76.83086408180237,42.93589477600679],[-76.8303601896114,42.9369426633937],[-76.82749748698339,42.93719684396347],[-76.82714521071557,42.93629160876658],[-76.82683755118398,42.93512783285458],[-76.82916073140544,42.93464624911721],[-76.82896897542035,42.93317029894744],[-76.82714521071557,42.93328617615999],[-76.82648967322675,42.930561716889954],[-76.82978052626011,42.930249590740544],[-76.82954864256135,42.92982593895688],[-76.82924098898542,42.929397895905225],[-76.82862119143698,42.92877356854866],[-76.82834917651391,42.92840794979282],[-76.82780514487985,42.92738678661862],[-76.82706935194307,42.927043486998656],[-76.82540616751142,42.926905215930894],[-76.81409338817546,42.92735558299819],[-76.81413352183807,42.92766770494985],[-76.81734857339123,42.94394792649565],[-76.8334592789835,42.943096211397034]]]}"
00000000000000000015,L1183477,0.11504988627853541,0.08239908801383695,0.19468304399693032,0.09906780391475778,0.13765392464623744,3.487352355947178,0.14679009657146405,0.04759262293783728,0.03382321553998736,0.14289801231772128,"{""type"":""Polygon"",""coordinates"":[[[-92.51423591822147,44.041573500117146],[-92.51410666371297,44.04014659990177],[-92.5141512341923,44.03791700356123],[-92.5082384669419,44.03670862666568],[-92.50363666352759,44.03565627652717],[-92.50118862788884,44.03638755928217],[-92.50184854400815,44.03708318708144],[-92.50270022584999,44.037765394988604],[-92.50363220749236,44.03829603519166],[-92.50423415377266,44.03872856825622],[-92.5047781779723,44.038898042602945],[-92.50569230109691,44.039317205881304],[-92.50632992458695,44.03958027621975],[-92.50536231438318,44.04073960126209],[-92.50660198599846,44.04077976344283],[-92.50660198599846,44.04048548247841],[-92.50918377902221,44.040458729013864],[-92.50918823559323,44.04103391053454],[-92.51047242577701,44.04104729242821],[-92.511199326029,44.04167601320802],[-92.51153373571265,44.042086253393876],[-92.5116630585616,44.042541115551366],[-92.51423591822147,44.04261691014569],[-92.51423591822147,44.041573500117146]]]}"
00000000000000000016,L1215512,0.03388449253369733,0.125154733300182,0.10591876327524652,0.04945368363418425,0.22421027349427508,2.0694340012590753,0.12551114875277258,0.03583160226712491,0.20542342019129592,0.09457030282623048,"{""type"":""Polygon"",""coordinates"":[[[-123.00500714340475,44.893899431867595],[-123.00087349091255,44.893850410340605],[-123.00081554910142,44.891611932141814],[-123.00301835130713,44.89146472768371],[-123.00300052067116,44.89035447613902],[-123.00267055094895,44.88984165352183],[-123.00229601093373,44.88933331467682],[-123.00200174051201,44.88920846656515],[-123.00164493317858,44.88918167808586],[-123.00102068246082,44.88918167189008],[-123.00029385213304,44.88915046769948],[-122.9997810470541,44.889177261541406],[-122.99924155076351,44.889328869995936],[-122.99873760281663,44.88957857833201],[-122.99851459480116,44.88970342824461],[-122.99871084478511,44.89014041692766],[-122.99881784203667,44.89044366341752],[-122.99866179465819,44.891125880486435],[-122.99821145437939,44.89155391840126],[-122.99803754325823,44.891892840586436],[-122.99790378417732,44.892459136620694],[-122.99793938375596,44.89294966397198],[-122.998122242046,44.89330193238763],[-122.9983184429964,44.893524903237285],[-122.99893823876707,44.89395739973044],[-122.99947333724056,44.89428290757919],[-123.00030725323334,44.894853699421596],[-123.00093147204956,44.895125676343824],[-123.0014085754146,44.89525942784096],[-123.00186784799214,44.895335250001295],[-123.00237171627391,44.89537984604808],[-123.00494472546757,44.895326357835984],[-123.00500714340475,44.893899431867595]]]}"
00000000000000000017,L1252330,0.0402695367064875,0.29996064988363,0.09224307322254655,0.07625599716031257,0.156645837602093,3.8945740722116087,0.061310263235821026,0.046562322373443196,0.09857099033780646,0.12813938944127232,"{""type"":""Polygon"",""coordinates"":[[[-76.80897439179333,40.24714606674946],[-76.8089431460905,40.2465529662769],[-76.80888963230517,40.24612938250188],[-76.80870233387533,40.2459064311061],[-76.80739581386804,40.244854063249534],[-76.80716397642776,40.24472024797369],[-76.80722638070151,40.24497001012411],[-76.80738243525755,40.24536237238139],[-76.80749835382825,40.24629880587753],[-76.8076455183274,40.24724857226529],[-76.8078952222859,40.247217338159885],[-76.80897439179333,40.24714606674946]]]}"
